text,sentiment
wani xagane gido borayi himbba gessi gida.wolayita sidamagadani atuma na a yelibena.,-1
Wano Ta Niyo Wogaa Walaitawu Ayi Yelu Nena. ,1
Wano taashaw kilile xayaqi gidena haYle marami wonto gashote gidena,0
Wassuwa alliyaa xoossay aratan dessi,1
Wassuwa xulussada deryya bonchwa zarradasa qashsho ketta mentadassa chengurssa xabiya doyissadassa. Ne gitta minno assa.,1
watane sima wozani worin azin yedes gida,1
Watane simi ayi wolqqan eta kushiya zarane?,0
watani nu heeran siyetena temu,0
Wattane simi wolayitumatene,0
wattanne simmi nussugetti kushiya kessanani ixxidossona naqqi oyqqidosona,1
Watti bayna selliya awuppe ekanee hayquwawu ay hallo kiyane xossaban wani gelane,1
Watute xosay nunatu suta pirdo,1
Wawa Teme Minna Osso Keettani Duma Duma Alalettu Kettankka Tafileka Nu Qalani Xafana Koshesi Hagafe Sinttani Hega Tsafenna Assa Boli Taniguwa Ekanna Koshshes Teme. ,0
wawu yamirli wolaita adintete,1
Welayta hadara xoossi ekko ,1
woalita tosay yesusa,1
Wobbee baarittoo bees Manqqoy baarittoo dees ,1
Wobilo wozitto loomina adaareduwaayyo Toona meqettay qooriyaan eqqo ha ikka,-1
Wobiloy haakko . asati birshshettooge daganttidee. badamoy dagammo. Laa ne ishantta gidokkonaa,-1
Wodala ganjjiyaa denttido qofaassi galatays,1
Wode dosayisi Ta wodalw ganijew,1
Wode Xosaga Wordtwau Sohoy Bawa,1
Wode yanna ayine baa xossi issi gallasii xomossanaa inttenakka,1
Wodiya layta pintida xoosawu galattay niyoo gido saroyi nussosi saroy Wolayta Yelagaa Qaattaasi ethiopiasi gido alamiyaa ubasi neppe awaa xoosappe,1
Woga Galassay Saro Carkuwaa Caanno,1
Woga morikiya sintan,-1
Woga wolaito lo eta,1
Woga Wolaytato Tuma Lo eta,1
woga woliatay baaxxyu dabbabaa kyiis shattimennan woykko zaaruwaa siimena WDM ,1
wogaa anne wogetaa wuuqettiis woykko bogettiis bonqqettiis,1
Wogaa wolaitaw lo asa,1
Wogaa wolaitawu Ayiyaa yelu Gamo neh mati shin Neppe Nena Nageta Taye naa mahepe minuwawu,1
Wogaa wolaytawu amuwan nagos,1
Wogaa wolayttaw tosassi nessika nussika ubbaw hashu,1
Wogaara heennara odidinne zoridi hayseyidi ammanttiyo gida eraara de'iya wolaytti benikka ha'ikka gita .,1
Wogay de'iyo Wolayttawu denddo allaanaa ,1
Wogetaa amuwaa yara gidibeenna wolaytta ubbay elle yara gididi wolaytta kochchaa wogetaa boxooxissoos,1
Wogetaa FM makkissoti taani de iyoo heera gakkokonashin ayyibin ezggo.,0
Wogetay Aysi Araka Heran Otene Sodo Kanchiyan Otes,0
Wogetayi wolaita radone gididi ayissi wolaitan siyetenne? Nu boloso soren ayine siyetidi de ena,0
Wogga Aasappe nagettiyay haga hega gishawu aynebba nu issuwaa gidikko oonekka shakenna .,1
Wogga asoo lo''asa dooni ixoppo Teme ishshawu,0
WOGGA WOIAYTTUWE WOGA MARRA ARGGA NAW DAARSA MENA,1
wogga wolaayttawu ayaasa tumma ,1
Wogga wolaittati gittatite,1
Wogga Wolayita Na'aawu Nena Ottorettos bonchoos,1
Wogga Wolayitawu Lo asa Goppa ,1
Wogga Wolayttawu Azanoppa Xoossi giikko Nuunikka diikko issi galassi Miiccana Qachchidaykka Yeeltana.,1
Woggawu ufaytta hegan.,1
woggettay araka heeranika oottena shin ayibin ezigganee,0
Wolait Nu Isino isuwaa kiyobari Ayi Saloppe Garisaraa Yiaa Woliqay Nu,1
Wolaita ayanayine xossay pirdo,1
Wolaita dalggaa manttiyaa,1
Wolaita gittatetawu baxxetida gobba wolaita.,1
Wolaita moottaa ayssoyaa aawatettan diyaa asay ha allaalliyaa xeelliyaagaan oottanaw besdiyaabata oottibookkona,0
Wolaita naa gamuwawu awudekka dossoos,1
Wolaita naatto lo'ettsa.,1
Wolaita pulaw darasa,1
Wolaita shaki shakid haniyaget banttawu shahetona.Issipetetay baynna dere minnena ges Xoossaa qaalayka.,1
Wolaita ta gididogan hai ufaytas.Shaahoy bayna issipe gidida dere tuma mino dere.,1
Wolaita tumay gordeti attena,1
Wolaita Wogawa Shoshadan Potaa Gitee Anee Wolaito ,1
Wolaita xoosay de'es muleka ateena morikee yelaa mayaanaa,1
Wolaita xoossay ettape sinttatidi pixxa keetta..WDM hakkena maatan nuuna iddintto ,1
Wolaita xosay merinawu xoniyaga.,1
Wolaitato  dosanadan otida intena kehipe galatos,1
Wolaitatuwa osso donna ottiyoge nuu qalla dichanawunne yelleta tamarisanawu maddesi,1
Wolaitatuwan xaafite Hayaninta Lo'oba ootidetashin nu Walsh go'etite,1
Wolaitaw issi bizzaw.,1
Wolaiti saapho,1
Wolaitta manitiyaba loyita shisha.,1
wolaitta xoossay ettaara gido ,1
Wolaitta Zinnee Haachchii Woonttookka Xoossai ,-1
Wolaittappe dumma dumma xekkape kiiyida cittay Xaata Mocconay qofaa,1
Wolaitti Dalgga Mantte Kiyikko Koirottidi Maadettiyai oosuwa Demiyai yelaga gidiyoogaa eridi de'iyoosan minnanawu koshshees.,1
Wolaitti Gita Sheeshsha giddiyogaa ha nu yelettan bessiis.,1
Wolaitto Xossay dandaya immo.,1
Wolaittoo Dendda Ne maataa bonchchissa Huqunnaanne naaquwaa ne hashiyaape digga Sunttay xayanaappe laa suuttay xayo,-1
Wolaiyt Dalgga Mantte Gidiko Biltsiginay Kawotana.,-1
Wolaiyya biittan de iyaa dumma dumma ooso keettati hagasppe simmidi de iyaa woddtun No n go etana besseettees. ,1
Wolat Xosay Yesusa Nuka Dooridy Yesusa Nuxossa Xooniyabi Ba Tumay Leesppe Attin Duuxena,0
Wolatta dalgga manttiyaa,0
wolattasi I ayba oottidaakko paaxissa,0
Wolayiitto nee maatawu hara sheeshi baaxettena neeni baaxetta ,1
Wolayit wogoo sheshaa wordoko oyichaa siyaa kowoo millil,0
Wolayita dalga mantiyani be ido asaa malatasa likesha????,1
Wolayita Deere Deretetta Dalgga Mantiya Asaw Qoppiyabinne Bawa Saluwa Xoossay Qooppo ,-1
WOLAYITA OYISHAN QASHETA TUSSATO TASA GIDO. ,1
Wolayita tuma xoossi hassayo,1
Wolayita xosaw Tessa nugo be denda,1
Wolayita xosayii intenaraa de essii,1
Wolayita Xossayi yedenaa,1
Wolayitaa etta qofadani gidenan ba ogiyani xosayi nagannaa ,1
wolayitan sintaraara qachchiyo korimaw kaldigasa diga,0
Wolayitato hassayite ubayikaa,1
wolayitato intenara hasayayi lo'es durisay loe's yehoyi loe's Amanoyi loe's wolayitara xoosayi dees xoosayi diyo san xonoyi des.,0
wolayitato kassa ereti,0
Wolayitawu imeta malala na awu,1
Wolayite na'awu woliqaqaw,-1
Wolayito heko nuna koli wurissidosona,-1
wolayitta kaaliyaa yeleettayi wolayittaba eerena mala oottiyo oosottinee hara osotti ossettidi gami''idosona giidoshin ha''i wodiyan hagaa xayissiya asatti yelettidosona,-1
wolayitta kasse woode heemida asatta tochiyo oosotti,1
Wolayitta Minjjawu Buquraw ,1
Wolayitta ogiya Aassa dooya nuuni gelana koyyosi deiyosape Erenaga Erissa issippe baana,1
wolayitta tarikee buqqurata xayissiyo oosotti,-1
wolayitta woga xayissiyo oosotti,1
Wolayitta xossawu moogetta tuumma kessaa agoppa,1
Wolayittan dumatiya ishawu tumu loa asa anjetta.,1
Wolayittassi zokko meqettawu lo asa,1
Wolayittatetay nuna ubbakka grum oppe attin gittumoppo,-1
Wolayittawu hayiqana issippe cenigurissani,1
Wolayitto na''antto hayiqadasa Ha''ii Igazoo Tasfayene hanko kayisottu qaxxay geema ossoy qoncciyaa kiyis,-1
wolayitumawu baxxetogawu gallatosi,1
Wolayotto guyyee guyyiyawu wassa Nunaata awaasan kachchidosona,1
wolayt barka dalgga mante kiyoge deriya qohees gada malays.,1
Wolayta asa erisuwaw kochoruwawu galatas neni nunateta asa ubawu erisayda dasa tumape galatays qasi erediyan aybawu xayadi woga gala kasedan makisuwa shishyoga ayis agadi nena eziganaw ubato erediyako shiqiyode ne baa,1
Wolayta asaa Zattaa kiyitte yaagiyaagetti haraba giggissiddo gishshawu oonikka kiyenna mala,1
Wolayta biittayi tookkoppo nenna Addarriyaa Hii Ulluwawu aqqiddaga Hii ,-1
Wolayta caysiya ashkarata aggite yaagos,-1
Wolayta dalgga manttiyaappe haraba erokko.,-1
wolayta ni xafiyoga agadasa haagidoni aysi agari??,0
Wolayta huphe Kadreti ubbay xiskuwappe begotite,-1
Wolayta ii ba huphphiyaan qoppiyoge guutta sheshsha yaagiddi,1
Wolayta Mottaa Zoreta Kettay Tohossa Tophiya Dalgga Manttiya Zoreta ketta mootidooge erettis.,0
wolayta tarike xayena malaa otadasa hode mina,1
Wolayta wozanawu lo assaa,-1
Wolayta Wozitto Wobilloyinne Loominna Adare oonne,-1
Wolayta xoossay nu gishsha ooletto ,1
Wolayta xosay nunara des aykoba ,1
Wolayta Xosay Yesusa Nuka Dooridy Yesusa Kawotu Kawoy Yesusa Nuxossa Xooniyabi Ba Tumay Leesppe Attin Duuxena,1
Wolayta xosayi siphi gena,1
Wolayta xossay etar des,1
Wolaytan Wanddaro Borodan Ayika Xoosawo Nuna Olloppa,1
Wolaytasi xosayi nu gisha oletesi,1
Wolaytaw yelagay dendin Ba yeletido biiteesi doroti bari de'uwa agi be'idi ubaka bari shemppiyo aati immageeti aafunati de'iyona,1
Wolaytay gamoy dawroy Gofay basketoyne Hadiyay hassayosona. hasayena Bitti Bawa Shin Naqi Oyqida Qanbara Xoossi Mentana Baxiya Agofa Tamasgana,1
Wolayti ba  baasi ooso  oottenanaage bana kariyooga.,-1
wolayti mino shin ha oyshan wanidi azalidakone tawuka eretena.,1
Wolayti wogo shesha.Xosi de ishin tumayi mogetena,1
Wolaytoo nio gereessay gelidi geemaresii ,1
wolaytta aleqquwawu shemppuwaa marro keetta asawu lagiyawu danddaya imo ,1
Wolaytta asaa  baaxetiyaa yamiyaara sintaw ,1
Wolaytta asaw wolayttatto n qonccissiyaakko lo ees.,1
Wolaytta biittaay wolayttappe palahidi Tohossa xaaxi waaxi ayssanawu dandayees,1
Wolaytta Dalgga Mantte Kawotetta Ooninne Digenna ,1
Wolaytta Dalgga Manttee de'onne hayqo allaalle dooroy baynna oysha ,0
Wolaytta dere Asaay bana la a kessanawu Wolaytta Dalgga Manttiyaako pinniyoo Zarphphiya gimbbidi ha xekkaa gattis,1
Wolaytta Deriya Baalimola Wolaytta deriya Baalimolay wontta Dalgga manttiya oshaa xeeliyagan tobetta oottes.,1
Wolaytta deriya issippetettay Xoono ubbawu Baaso,1
Wolaytta giddon de'iyaa federaale gidenna ooso keettatu ubban Wolayttattoy ooso  gidenna mala diggiyaay aybee?,-1
Wolaytta kawottetta dalga manttiyaa,1
Wolaytta na'aa xeeriyaa nena hashshu gattees ,1
Wolaytta Naatto Lo ees.,1
wolaytta puutiyaw ayba lo ay baw?,1
Wolaytta Qanttaan Penge Booraa,1
Wolaytta suntan utibayidi woyi otokkona woyi otiiyagasi atidi imokkona coo hanena ciraaco odowa yaani haani odisoosona. ,0
Wolaytta sunttaw ba aquwanne peshsha olidi wayiya nuso goobaa Yelagata ubbaykka minttettos,1
Wolaytta Tohossa Tophphiyaan de iyaa Asaa kochaa gididi a danddayida wogay qaalay tarikee hayday.. de iyoo saapho sheeshsha,1
Wolaytta xoosay tuma kessana ,1
Wolaytta xoossay nunaara de'ees xoonoy xoossaaga i xoonkko nuunikka aara gididi xoonana ,1
Wolaytta xossay yesuusa nukko attena he agguntta ,1
Wolaytta Zoone kaaletetiide de'iyoyi awu biyakko erena damna xalaana. ,0
Wolayttabay a muuxishin paliis. Xoossoo haassayarkkii nu tooshshiyanne naaquwa qopparkkii ,0
Wolayttabayi nuna ubbaka gateesi,1
Wolayttan biittan minoy kiyyidi beettay dagato kumba isstta harayishin?? Ane nu biittesi denddos ubbayikka ,0
Wolayttappe Kaareera De iya Oosanchata Gidin Harati Waanane?,0
Wolayttassi Hashu yelettikii,1
wolayttatettay toophphiyan dano daafaba gidiiddi diyo gishshawu nu oonatetta erissidi daana xaykko naa antto denddenaadan kunddeettees,-1
WOLAYTTATETTAY TOPHETETAPPE BAYRATTEES ,-1
Wolayttato a dichanaw ootiyoo oosoy keehippe galatisiyaaba.,1
Wolayttatto a La'atetta,1
Wolayttatto wu awaa. Adussa bariyaa inttessi,1
Wolayttatto y Oosone Website  gido eqotay Yihoowa Markkata geetetiya amanuwa Eqota ,0
Wolayttattoy haatta pinttenna ingilizattoynne amharattoy maddes giidi qoppiya asikka diye woni?keehin giigana koshiya xeela hega mala xelay.,0
Wolayttaw suretettan eqqettos. Wolayttaw qarettos. Ane nu Wolaytta wozanappe siiqos. ,0
Wolayttawu diidaageeta ubbaykka.,1
Wolayttay sintta xerra Dagi gallatosi.,-1
Wolaytti bessanawu meraa odanawu haydaara ayyanawu minotaara diyaa sheeshsha shin wursettan tooshettees,0
Wolaytti gita dere. Wolaytta hayday odanaw a kumes. Wolayttatettaa dichchos,1
Wolaytti gita Keehippe loi yaaba,-1
Wolaytti hagaa yaanis Hagaa gees giidi postte oottiya Asay Wolaytta Morkke ,-1
Wolaytti sheniyaa hadiyaanne hanqquwaa xayiis woykko sanggisettiis,0
Wolaytti wogga sheesha worddokko oychcha siya,0
Wolaytti xoonanawu deesi Kilile gidiyooge attenna,0
Wolaytto beegotoos,0
Wolaytto nu naata ha'iikka kallite,0
Wolaytto nu naata ha'iikka kallite,0
Wolaytto Polotikka Xenggiddi xeellanawu koshshes,0
Wolaytto wolaytto,-1
Wolaytto wolaytto dendda ne Mata bonchisanawu ayssiya kawoykka neba siyenna ixxis hana wode issoy issuwara baxxettidi nu Mata nu onnatetta bonchchisos,0
Wolaytto Xuura Naqqasha,0
WOLAYTTUMA ISSI WOLAYTTAY UBBA WOLAYTTAWU UBBA WOLAYTTAY ISSI WOLAYTTAWU Nunara De iyage Ubba Xooniyaga ,0
Wolayttumatettay Ciiyo ,1
Wolayttummay michchiyo asi oonne wolayttaattoy ooso keettatun ooso  oottanawu baaxetos. ,1
Wolaytumawu baxetiya sintta xerawu zimttawu ada ada lo oasa ,0
Woleytta xosayi tuma firdiyaga ha ika i tuma nusi pirdo,1
Woliata xosaw sinitaw neni adha,1
Woliayita Xossayi inite gishawu nu gishaa hassayo,1
Wolidetsadiqa tumakka woraabi,0
Wolikay tosaga wolayto teran asi tayikoka,1
Woliqa immoo,1
Woliqama Malaliyaba Tuma,1
Woliqama Pulanichachaa Tuma Nu Na auwa Walalenaw,1
Woliqayi xossagaa,1
Wolita birawe kililawe mengest wana ketema wolita sodo digiyaye bawa so bociyaga xossaye shakana hachin domide hadiya gixxana wolaita bera beside agana la wanay wrs,1
Wolita dalgga mantiya heggape hara erokko kasse hayqqida shomppupe darnna hyqanappe attine,0
Wolita gitta shesha ,1
wolita qumatikki wolitta dere asaykka gitane aho wogara dossona,1
WOLITA XOSSAWO SINTATA,1
wolitan wolita uloy tumu wolita yels ika isi asa hegeka temeee tumu bolape imetida ba,0
woliti dalgga mante gidin beanaw koyays amotays esoto esoto elelo elelo ,1
WOlitta bolli ittaa ottabassi layttayi qantta haa bittaniyabaa goddi inttenna bessanna mattara Nabukidinatsoredanni kawyanna dessi.,1
Wolitta woggayi keehippe lo oo haraa darobaa ottanaa dandayeetees eraayi dee es,1
Woliyitta bittay enttena tokko zinne issippe tobbidi hachchi lalibeketta ,1
WOLIYTO MINA NUAWATU XOOSAY NUNARA DES ,1
Woliyto minidi kaite xoneta .xonoy nusane dichasa,1
Woliytti Wogga Sheshsha Etta Bochchofite,1
Wolkay xossaga,1
Wollaay wullisi shempuwa maro,1
wollaitta hayday xoqqu gi erettoy xayiidi biya nu woggaa dendduwaw gaasoy yootiyobay mulebay nenaara puulatiyoy,1
Wollayeto gega keyanawu,1
wollayita guye ashidayika haika waga qanxissidi diyayi wollayita yelletata.,1
Wollayitta xoossawu ne kushshe koyo hachchi masgafa ne ushshachay oyiqo hachch masgafa,1
Wolqaaqaaw,0
Wolqama nashasi .,0
Wolqaqaw polla lo'assa,0
Wolqay xosaga tonoy attena wrs ,1
wolqqay xoosaw dees,1
Wolqqay xoossaagaa.wolaitta asaa afuttaa i qucco,1
Wolqqi bawa giidi qachchishin wolqqamara gaytto . laytta maata maanawu duge bazzo wodhdho ..,1
Wolyita AyFIyawu ne shemfuwa maro,1
Wolyitan deiya asatupe amaridageti banta ashuwa ordieanswune oso sohota xoqisanawu hanena wordua gardara hasayia asata worensnine xayisena dishini nuyo saroyi bawa .,-1
Wolyta Asaa billan osetiyaa daba Xossy firido,1
Wolytta na kawuwaw lo aasa ,1
Wolytta xoossay wordduwa hagappe sinttan nu biittan wottena,1
Wolyttaa bochopaa,0
wolyttaa wogeta ne laamiya amottiya,1
womban dicada woshshuwaa bucada dagiyaa daliyayagana nawu tayensa . tuma nena xelliyaa ittay exxo,1
Wonaa oni otosaa yidi otesi gidii qopeti mL bajetiyaa ii watidi oyqako beketi kilife yidari kanichiya wotigis ,-1
Woni ayiba erara wolayita cimatura hasyiona eri baka eta achin ,0
Woni oona shin? GALEE ,0
woni shola ayfiyaan dereqqada ayssi ta kushiyaan mooroo haakko ,0
Wonika Gitaa Naata Gib,0
Wonika Gitaa Naata Gideketi Minitee ,0
wonika kayosy qaman wuqes gida. Kaysoti nu natta qaman controbandedan ehidona??? Hakona..tumay xossaga.,1
Wonika liqiya awa nata gideket,0
Wonika mitay nuso gelay nuna wursesi gidaa wolaiti wolaita qanatidi awu gakane ?ane mayetidi issi wolaita kiyossi be I nu awata ceellosi,1
WONIKA soo ASA kawushiyay soppe des ayy haninka atennaa kililee ,0
wonikka wolaytti wogo sheeshshaa gattenna gaammuwa na 'aa oyttenna oso goynaa xoossay ne miyyiyan de 'ees shenee hayqqanaa¦,1
wonkka minuwaa worabettees anjetasho.,1
Wonni kasseka po uwa na a giddiki hashshu niyo beetees,1
Wonni neyyo neppe axiyayyi onashin?,-1
Wontanashin Qames Ayneba Ayzon En Kawo Dag,0
Wontanashin xumes ges nu asayi,1
Wonto gaytana,0
Wontoyi Xummennaa ,1
Wontta ano allale Dalgga oyshaay gakko xekka bolli zorettidi kaaliya wodettun ay tangguwa ekaanakone halchchanasa.,0
Wonttaa be aass lo oetta teme minaa,0
wontteneye ? wolayttaw xoosso gidana garkki,1
Wontto guuran asati birshettenan xayikko lo'obi merettena,-1
Wonttoo wozanafe naagossi,0
Wonttoppe Doommidi Ubba Wolaytta heeran Wolaytta banddiray xoqqu giidi kaqettes   Yelagay hegawu giigite ,-1
wonttoy wordikka gidin hayqqidikka nu laatettaa boxooxxissiyoo gallassa.,-1
Woorabi Lagiyawu,0
Woorabi woorabisho,0
Woraabbi heekoo heedee eqqassi niyoo anjjetaa ,0
Woraabbi worabi taju,0
woraabi hinin caddi oyqanawu koshshees.nu oyshay dalgga mantteppe atn omotic giyo keeshiya kirchat gidenna.,0
woraabi Kawona Gaammuwawu Zooxaasa Nu y Nu Oonatetta Issippe Dichchana Issippetetti Wolqqa ,0
Woraabi laggoyawu hashshu gakkadasa niyookka,0
Woraabi mina teme keehipe lo'es neeni nu wogaa beegoyayida de'iyoge,1
woraabi wogga Wolaytto ,1
Woraabi wolaitti wogo sheesha.Issipettettay minotetta WDM WRS,0
woraabi woraabi giida,0
Woraabi woraabi Nashshida ,0
woraabi woraabi ne mala minoy minoy gujjidikka yeletto wolayttan ne amoy ayfin be iyo wodiya amottays kawona gaammoy. issippe waattan baaxetana ,0
Woraabi wozzana ayfiya goda sintta ootto hara anaccetunkka ,1
Woraabisho Wolayttaw ubbabay Nenan Lo iiyogo ,1
Woraabishsho Woridi Eriyaaga Na awu Tondde Wolaytta,-1
Worab taye na'awu,0
Worabi  Qantta Geresa Sisana Oloban Osuwa Woridi Oyda Machaliya Qote Ziriguwa Dakecho Birana Jalato Minte,-1
worabi Dagato Wolaita Sunitawu Ethi Bochopo Nena Xeliya Morike Dara Buzuwa Xelo,0
worabi neyo,0
Worabi Nu Al o Na aw Kehipe Dosays Xayopa Bita Kuma ,0
Worabi nu ishaa malisasauwa,0
Worabi ta ishaw ne wu eessa.coo hanees aadha na,0
Worabi Wazaze na wu,0
Worabi woga wolayttawu xuuqqiya dadawu eqqayis niyo meretadasaka Iitay Bochopo Tayenawu ,0
Worabi xoketta tuu anjjo,0
worabisho gamuaw nuna awu ,0
Worabisho gittay manttan xeegayiis nenna,0
Worabisho Kawo Naw Gitaw.,0
Worabisho ta eshawu ,0
Woray shuggo,0
worba attuma assa yalta ,0
Worbbi Niyyo eshawu,0
Worddoy baanaa carkkoy palissi xaysiyadan worddoy carkkuwan xayana.Tumay mogetoodan deriya liphiyan bettana.,-1
worddoy tuma yedettishin,-1
worddoy wolladan diccis zigadan daayis wuqin worrddottin huphe zawrenan sarotan aqqes hassayikkoka abbay tummates guttaray aw dess,0
Wordduwaa ayssi xilluwara walakkay.Nu Getawuna koyokko gaysi waanute?,0
Wordoy tuma qolchis matishin. tumawne cuwaw kiyosay xayna ,0
worenna harggiyaan dosenna machchiyoo paacca,0
Worqawu woga eriyago payawu iittay bochofo ,0
Wossaa boli doose,1
Wosukko seyouko,-1
wottiyobi baa kalalla ,0
Woxxinka attenna ,0
woy hara qofay de'ii,0
woygidi odin awu gelane,0
Woygiyooge?,0
Woyine Wolayitenato bexam lo eta,1
Woyisu sattiyappe domidi de i?,1
Woyneeee taaye na awu taassa gido,0
woysaa qanxidonaa ne haagadan ne shempuwaa ashuwa erennan kokorayda xaafana mala.anten bilo digital,0
WOYYAANEE BOSHETTIN YEEKKIYANNE YIILLOTIYA WOLAYTTA ASAY INTTENA PILGGITE ,0
wozana Xeliya xoossay arattan dess aynebaa,0
Wozanappe lo aasa,0
Wozito wobilo naati aatti immanaashin..,0
wozito wobiloy zari zari wores wolayta moranawu wordo doosiya shishis kifiritiya mitadan bayiyo guye qakis,-1
Wozitto Wobillo Lomina Addare America biittaappe Biiddi Wolayta Ulluwaa gaakanawu Yaffarayi yegetti uttis Wolaytto,-1
Wozzito Wobilonne Loominaa Adaariyawu gido dere asawu gido ,0
Wtiwatisana koshsheesi hagaadan ,0
Wuraasaadaa odaa woygiyoogee hegee,0
wurii siitoppa xumiin woxxoppa,-1
Wurseta gakanashin intenara detes minite,1
Xaafidi deigetappe attin ayba laamiyaka eheketa,0
xaafiyaageeti gujjidi xaafite Wolayta gishshaw giidi qashshettida Dagatoduwa birshshisanaw minnite ,0
Xaafiyo hiillaa paacite.,0
Xaatta moconay haga oyishsha xayisite yaagin yidoosona,-1
Xafada hayqadasa,0
Xeettaappe xeettaa beni imas.,0
Xiiluwaassinne cuwaassi kiyosay xaayenna.,0
xilluwanne cuwau kiyiosay xayena,0
Xiluwawune cuwawune kiyosayi xayena Ayikonebawa ,0
Xingille yellawu buxxa dentes gidda kawuyichidageti ha ika ettawu kawushi attena shin coo qaphi gin ay maddi,0
Xiskkoy baawa Wolaytta Dalgga Manttiya ,0
Xissikokko daafurokko yeellattokko feennuqqokko waabbaqqokko karissikarissokko waaqqalattokko warridalligookko,1
Xomppe Sooddon Xayiode Ubba iitidi so silkkiyara ubbay xomppe biyode bichchees ,0
Xona goben'awu yana puuka ,0
Xonanaw porasa,0
Xonggettiyago lo'iyago phooligo ililuwadan haniya cenggurssay diyogo,0
xonoy nugaa galatay xosaagaa,1
Xonoy wolayta deriyasa xosay nunara des ,1
xoona mattawu xoossay des ha wodiyaka attidi ubaa wursetaka besana,1
XOONANA DOSI,1
xoonana xoossara nuni wolayttati,1
Xoonana. Nu oyshawukka malsse simmana.,1
XOONENNAN SIMMOKKO WOLAITTA MAADDIYOY SAXXIYA KANAADAN BOCCIDI GIDENNA.,0
Xoonnoy xoossaaga,1
xoonoy gakkanashin baxxe attena,1
xoonoy nugaa ,0
xoonoy xoosaga gido ,1
xoonoyi Xoosaga Amotasi Wolitasi hewode asa go godayi,1
Xoonyo wolqay,0
Xoos giko deman zaruwaka,1
Xoosa ayifee xeelo,1
Xoosa Galassay yoo,1
Xoosa xooniyaabi baawa,1
Xoosappe bolattena,1
Xoosawu hanenabay baawa,1
xoosay dees ayne ba xoosan amenettetees xoonoy nuusa tumawunne cuwawu ogee xayeena,1
Xoosay des,1
xoosay Des yayoko,1
Xoosay desi hanana,1
Xoosay enetenar gido,1
Xoosay ereesi,1
xoosay etaara issipe eqqo,1
Xoosay firdo,1
Xoosay idimiyaa aasso xoossi boncho intena ,1
Xoosay intenaara gido,1
Xoosay maarro. Xoosay tummaa kesso,1
Xoosay madaanaa ,1
Xoosay nena nusi imagee anjjetto. Teme addussa bariyaa amottassi,1
Xoosay nenaraa giiddo,1
Xoosay nunnaa beeso Temu,1
Xoosay oyichoo nuwatuu ayanay oyicho,1
Xoosay pirdo etabaa,1
Xoosay shemppuwaa maaro,1
xoosay shempuwa mark dotoriya cama zabibidosaga,1
Xoosay tama dirssa,1
Xoosay tuma pirdoo,1
Xoosay tumaa haasayyo,1
Xoosay Worddo Mootuwappe Kesi Eko Waayancha Ubbaka ,1
Xoosayee.Entnara des,1
Xoosayi nu Woliqaappe adhidabba nu huuphiyappe xoqolanna A mettiyabbi deena ,1
Xoosayi Oyichana Desi,1
xoosayi tuna keeso,1
Xoosi Deesi Yaayoko Ekeenani Simoko,1
Xoosi Eta Ka o Xoosi Tuma Baga,1
Xoosi eta yaato,1
Xoosi gichin digiyay baawa,1
Xoosi giiko' giida uraa Xoosi maad ees. poliso nenaa,1
Xoosi itera gido,1
Xoosi maado ane,1
Xoosi mizopo etaa,1
xoosi oycho ,1
Xoosi pirdo. Wolayita dicha xayisanawu shiqqida bordeye hege? Eta xoosi nu huphiyappe dentto sima giyobi bawa.,1
Xoosi pirido etawu,1
xoosi saro pintto intena hege yashyaba,1
Xoosi seero ,1
Xoosi woliqaa gidoo,1
Xoosii piirdees,1
Xooso ashaa,1
xooso haga woygane,1
Xooso Mada Hadara Eka Nunatura Ne Gida,1
Xooso ne erasa,1
Xooso ne gakka,1
Xooso neeni sintataa,1
xooso neni xella harabi bawaa,1
xooso nuderiyaqofa,1
Xooso poora godayi shepuwa maro,1
Xooso wanno La Ayibaa Lo'ii,1
xooso wolaitat aysi cooga xelyi?,0
xooso xooso ne asha ubika yemoyesishin male na teme,1
Xoossa ayfe biita uban dees,1
xoossa kushe eta maaddo,1
Xoossa nee ashaa.,1
xoossa pirdday yaana,1
Xoossa saroy gido inttennara ta Aayee naatoo,1
xoossaa sunttan ane markatto giyya giddo geli be itte asa barbariya giyoogaa,1
Xoossaa sunttan nenan diya kacaamay kunddo,1
Xoossaa xonniyeye bawaa..,1
Xoossaara Doommido baaxiya Xoonuwan Kuuyiyogee Attenna ,1
Xoossaay nennaara gido,1
Xoossani zenpidageti kundi errookona,1
Xoossara dayis ta xoonnana siya morkiyaw.,1
xoossara diyaagetu tumay kessaa doommiis yaannisa xibaba ekkida Kumbbe dagata naageettees,1
Xoossawu hayya ne woliqa qonccissa,1
Xoossawu hoolla wottidi hanno hayssedan haasayiissanakkaa,1
Xoossawu ne haasaya,1
Xoossawu niyo galata Hankkotu maganakka neeni ekka ,1
Xoossay a miixxaa merinawu anjjonne gitayo sa'an saluwan bonchchettidaageetuura batto ,1
Xoossay bonchcho ubbaakka,1
Xoossay co u gopo,1
Xoossay dandayiso,1
Xoossay denddo xalaheti laaletona ,1
Xoossay deriyaa aayanay ne amuwaa polo Haakidabaa niyo matayidi immo Wodiyaa naagoppo nena matan maaddo ,1
Xoossay etakka nunakka xommoosso huqqunnaara ashshoppo ,1
xoossay etta shempuwaa kehassaa attoo soo asassi dandaya imoo,1
Xoossay gatti besso taayeenaa gita wolayittawu,1
